GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400155,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,219,131,1,0,20241104,WAS,GSW
Shot Chart Detail,0022400155,254,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,34,-191,284,1,0,20241104,WAS,GSW
Shot Chart Detail,0022400155,263,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,0,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-39,32,1,0,20241104,WAS,GSW
Shot Chart Detail,0022400155,296,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,244,134,1,0,20241104,WAS,GSW
Shot Chart Detail,0022400155,332,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,233,71,1,1,20241104,WAS,GSW
Shot Chart Detail,0022400155,423,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,59,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,243,71,1,1,20241104,WAS,GSW
Shot Chart Detail,0022400155,443,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,8,1,1,20241104,WAS,GSW
Shot Chart Detail,0022400155,480,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,55,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-134,20,1,1,20241104,WAS,GSW
Shot Chart Detail,0022400155,485,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,29,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-123,-15,1,1,20241104,WAS,GSW
Shot Chart Detail,0022400155,495,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,41,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-13,1,0,20241104,WAS,GSW
Shot Chart Detail,0022400155,503,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,43,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,40,256,1,1,20241104,WAS,GSW
Shot Chart Detail,0022400155,529,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,4,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,34,17,340,1,0,20241104,WAS,GSW
Shot Chart Detail,0022400155,677,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,56,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-174,266,1,0,20241104,WAS,GSW
Shot Chart Detail,0022400155,691,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,47,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,1,1,0,20241104,WAS,GSW
Shot Chart Detail,0022400172,33,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,1,20241106,BOS,GSW
Shot Chart Detail,0022400172,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,27,1,0,20241106,BOS,GSW
Shot Chart Detail,0022400172,264,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,28,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,120,247,1,1,20241106,BOS,GSW
Shot Chart Detail,0022400172,316,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,130,256,1,1,20241106,BOS,GSW
Shot Chart Detail,0022400172,318,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,12,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-129,24,1,1,20241106,BOS,GSW
Shot Chart Detail,0022400172,321,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,50,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,17,1,0,20241106,BOS,GSW
Shot Chart Detail,0022400172,361,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,126,250,1,0,20241106,BOS,GSW
Shot Chart Detail,0022400172,411,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,1,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-4,264,1,1,20241106,BOS,GSW
Shot Chart Detail,0022400172,422,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,4,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-159,210,1,0,20241106,BOS,GSW
Shot Chart Detail,0022400172,530,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,127,247,1,0,20241106,BOS,GSW
Shot Chart Detail,0022400172,539,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,39,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,24,1,0,20241106,BOS,GSW
Shot Chart Detail,0022400172,565,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,56,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-165,205,1,1,20241106,BOS,GSW
Shot Chart Detail,0022400172,568,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,25,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-109,243,1,0,20241106,BOS,GSW
Shot Chart Detail,0022400172,577,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,27,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,16,1,1,20241106,BOS,GSW
Shot Chart Detail,0022400172,585,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,19,1,1,20241106,BOS,GSW
Shot Chart Detail,0022400172,596,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,58,248,1,0,20241106,BOS,GSW
Shot Chart Detail,0022400172,598,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,15,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,25,1,0,20241106,BOS,GSW
Shot Chart Detail,0022400188,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,25,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,54,1,0,20241108,CLE,GSW
Shot Chart Detail,0022400188,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,41,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,49,44,1,0,20241108,CLE,GSW
Shot Chart Detail,0022400188,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,13,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-157,146,1,1,20241108,CLE,GSW
Shot Chart Detail,0022400188,245,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,219,134,1,1,20241108,CLE,GSW
Shot Chart Detail,0022400188,258,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,17,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-165,211,1,0,20241108,CLE,GSW
Shot Chart Detail,0022400188,286,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,12,1,1,20241108,CLE,GSW
Shot Chart Detail,0022400188,384,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,42,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,0,20241108,CLE,GSW
Shot Chart Detail,0022400188,428,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-9,32,1,1,20241108,CLE,GSW
Shot Chart Detail,0022400188,444,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,14,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-12,1,0,20241108,CLE,GSW
Shot Chart Detail,0022400188,451,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,14,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,1,20241108,CLE,GSW
Shot Chart Detail,0022400207,21,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,135,209,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,40,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,205,132,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,83,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,54,13,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,6,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,34,24,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,114,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,20,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-174,189,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,225,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,28,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,6,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,241,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,32,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,6,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,244,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,223,156,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,310,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-210,158,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,347,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,44,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,29,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,368,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,31,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,386,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,2,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,8,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,390,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,58,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,11,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,409,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,45,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,12,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,413,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,8,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,65,86,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,426,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,38,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,145,221,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,442,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,40,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-157,-19,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,460,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,28,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,165,220,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,493,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,20,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,131,243,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,650,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-119,232,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400207,659,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,56,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,112,246,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,676,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,43,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-234,105,1,0,20241110,OKC,GSW
Shot Chart Detail,0022400207,680,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-225,111,1,1,20241110,OKC,GSW
Shot Chart Detail,0022400251,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-175,210,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,66,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,6,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-145,197,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-205,150,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,101,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,36,293,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,255,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,82,250,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,263,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,47,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,67,157,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,305,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,44,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-132,220,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,321,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-11,261,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,341,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,49,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-114,233,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,348,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,8,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,0,88,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,375,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,33,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,137,223,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,382,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,47,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,18,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,392,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-112,230,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,424,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-211,238,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,551,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,42,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,22,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,578,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,43,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,61,300,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,583,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,18,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,586,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,76,254,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,625,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,12,1,1,20241118,LAC,GSW
Shot Chart Detail,0022400251,627,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,9,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,18,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400251,641,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,201,158,1,0,20241118,LAC,GSW
Shot Chart Detail,0022400258,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,19,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-105,64,1,0,20241120,GSW,ATL
Shot Chart Detail,0022400258,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,2,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-201,151,1,1,20241120,GSW,ATL
Shot Chart Detail,0022400258,95,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,9,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-48,68,1,1,20241120,GSW,ATL
Shot Chart Detail,0022400258,270,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-70,249,1,1,20241120,GSW,ATL
Shot Chart Detail,0022400258,322,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,24,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,15,1,1,20241120,GSW,ATL
Shot Chart Detail,0022400258,354,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,2,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-223,199,1,0,20241120,GSW,ATL
Shot Chart Detail,0022400258,637,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,205,150,1,0,20241120,GSW,ATL
Shot Chart Detail,0022400258,680,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,49,Made Shot,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-55,78,1,1,20241120,GSW,ATL
Shot Chart Detail,0022400258,708,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,98,242,1,1,20241120,GSW,ATL
Shot Chart Detail,0022400258,719,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,142,240,1,1,20241120,GSW,ATL
Shot Chart Detail,0022400269,47,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,17,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,1,20241123,SAS,GSW
Shot Chart Detail,0022400269,69,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,18,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-191,83,1,0,20241123,SAS,GSW
Shot Chart Detail,0022400269,71,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-199,153,1,1,20241123,SAS,GSW
